timestamp_begin,timestamp_end,response_time,total_calls,ENDPOINT_1,ENDPOINT_2,ENDPOINT_3,ENDPOINT_4,ENDPOINT_5,ENDPOINT_6,ENDPOINT_7,ENDPOINT_8,ENDPOINT_9,ENDPOINT_10,ENDPOINT_11,ENDPOINT_12,ENDPOINT_13,ENDPOINT_14,ENDPOINT_15,ENDPOINT_16,ENDPOINT_17,ENDPOINT_18,ENDPOINT_19,ENDPOINT_20,ENDPOINT_21,ENDPOINT_22,ENDPOINT_23,cpu_app,memory_app,cpu_db,memory_db,rows_fetched,rows_returned,db_commits
1701839107,1701839167,66.85416666666667,48,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,9,0,1,1,41.1348,23.2952,22.261656666666667,69.98771666666669,71571.3594,107358.5578,121.8408
1701839167,1701839227,59.47727272727273,44,2,3,0,2,2,1,1,1,1,1,1,1,1,2,2,2,2,4,5,7,1,2,0,34.5191,23.2967,27.164303333333336,69.9911133333333,78272.6332,106718.2409,123.3893
1701839227,1701839287,71.85,40,1,2,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,2,3,8,2,2,0,33.054,23.2973,27.172703333333352,68.64582333333333,59726.9869,96969.8044,121.4506
1701839287,1701839347,84.39473684210526,38,1,1,0,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,9,1,1,1,34.3412,23.3015,22.649115000000005,68.60833666666666,54647.4177,75493.9138,125.4702
1701839347,1701839407,66.79545454545455,44,2,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,8,1,2,1,33.0702,23.3003,22.544408333333333,67.96613499999998,54837.1574,80065.3588,120.1506
1701839407,1701839467,140.4,20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,8,1,0,1,30.6842,23.3019,24.493030000000015,67.14673499999998,24736.529,42546.0936,126.6923
1701839467,1701839528,74.18604651162791,43,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,9,1,1,2,34.5172,23.3089,16.222945,67.75278166666666,57807.4447,85935.0599,124.38
1701839528,1701839588,81.41935483870968,31,1,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,4,4,7,1,1,1,33.6408,23.3081,21.85273166666667,69.34531500000001,48191.9685,82125.1434,125.0532
1701839588,1701839648,68.75675675675676,37,0,2,1,0,0,0,0,1,1,1,1,1,1,2,3,2,2,5,5,7,1,0,1,34.279,23.3065,20.081945000000005,70.43740999999999,43180.0207,64763.9568,116.3511
1701839648,1701839708,44.24444444444445,45,2,5,2,1,1,1,1,1,1,1,1,1,0,1,2,1,1,6,6,5,2,2,1,36.0355,23.3112,22.105681666666673,69.67468833333332,79298.1647,121764.9088,118.8908
1701839708,1701839768,41.78947368421053,57,2,5,1,2,2,2,2,2,2,1,1,1,1,2,4,2,2,6,4,6,2,3,2,37.939,23.302,29.348103333333338,68.365245,87307.6713,126578.6848,118.0835
1701839768,1701839828,42.30909090909091,55,4,5,2,4,4,2,2,2,2,2,2,2,2,1,0,0,0,3,3,6,0,5,2,39.7691,23.224,34.389695,67.94294999999998,116992.0044,162583.9816,120.2801
1701839828,1701839888,68.04166666666667,48,0,0,0,1,3,3,3,3,3,3,4,4,4,1,1,1,1,2,1,9,0,1,0,30.9822,23.2278,37.38315333333334,67.62065000000001,23873.0546,39172.2487,122.417
1701839888,1701839948,147.6818181818182,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,9,1,0,0,31.4378,23.2233,18.732715,67.41803333333334,40563.3053,56234.4412,122.3754
1701839948,1701840008,108.63333333333334,30,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,3,2,9,1,1,0,30.7817,23.2032,15.871808333333332,67.68712166666667,31576.9752,49857.339,130.5767
1701840008,1701840068,140.82608695652175,23,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,9,0,1,1,33.9733,23.2789,19.389874999999996,68.18566833333335,36930.9993,59743.6669,124.8979
1701840068,1701840128,88.27027027027027,37,0,1,0,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,9,1,1,0,33.3049,23.2981,18.328124999999996,69.77383000000002,39259.9157,60255.0556,120.3231
1701840128,1701840188,76.86842105263158,38,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,8,0,3,1,38.6239,23.3003,19.676548333333336,71.06599499999999,74435.9363,130434.7133,119.7513
1701840188,1701840248,62.648148148148145,54,0,0,0,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,1,9,0,2,0,35.946,23.276,27.435923333333335,70.19917666666666,50323.244,70117.6778,126.089
